SucursalTaller,Marca,Modelo,DiasReparacion,CostoTTRep,Severidad,Segmento,Color,NombreTipoVehiculo,NombreCausaStro
6,18,2,3,1,0,0,0,0,12
2,5,2,1,2,2,0,0,2,12
0,28,2,2,2,0,0,8,0,2
6,18,2,4,2,0,0,4,1,12
2,7,2,2,4,0,0,0,0,12
6,25,2,1,1,2,0,0,0,12
6,6,3,3,3,0,0,8,0,3
2,4,4,1,3,2,0,0,2,12
3,34,2,2,1,2,0,12,2,3
0,35,3,1,2,2,0,0,2,2
4,28,3,2,2,0,0,10,0,12
2,7,2,1,4,1,0,8,4,12
6,18,3,3,3,0,0,10,0,2
4,3,3,3,1,2,0,10,0,13
1,34,3,3,5,0,0,0,4,13
2,2,3,3,4,2,0,4,7,12
5,18,3,1,1,0,0,4,0,13
4,28,3,2,0,1,0,0,0,2
2,35,3,0,0,1,0,0,0,3
5,33,3,2,3,2,0,0,0,2
5,13,3,0,1,1,0,0,2,2
5,21,2,2,0,2,0,0,0,2
1,3,3,3,0,1,0,0,0,2
1,3,3,1,1,2,0,4,0,13
2,14,1,2,5,0,1,4,11,13
5,21,3,2,1,2,0,0,0,12
4,5,2,2,2,2,0,0,2,13
6,3,2,1,2,2,0,2,2,2
6,3,2,2,1,1,0,0,0,2
6,3,2,0,1,1,0,0,0,7
4,28,3,1,0,0,0,0,2,3
4,3,3,2,2,2,0,10,0,13
6,28,2,0,1,2,0,0,0,13
2,33,2,2,3,0,0,0,2,7
6,33,3,2,2,0,0,0,4,2
4,6,3,1,2,2,0,4,0,13
3,25,3,0,1,2,0,2,0,13
2,3,3,2,4,2,1,4,7,2
2,33,1,2,2,2,0,8,4,13
5,35,2,2,2,2,0,0,0,2
2,18,3,1,1,2,0,0,0,2
5,34,0,2,2,2,0,11,4,2
1,7,2,3,2,2,0,0,0,13
2,35,3,0,1,2,0,0,0,12
6,3,2,2,0,2,0,9,0,13
2,3,2,2,1,0,0,0,0,12
4,22,3,3,4,2,0,0,0,2
6,3,4,2,2,0,0,0,0,12
6,3,3,2,2,0,0,0,0,13
6,3,3,3,0,0,0,0,0,2
6,18,1,2,2,1,0,0,4,13
2,25,3,0,0,2,0,2,11,4
6,3,3,1,1,0,0,0,0,12
2,3,3,1,2,0,0,4,0,12
6,3,3,1,1,2,0,4,0,13
6,3,3,1,1,2,0,4,0,2
6,3,2,3,3,0,0,0,0,13
2,18,2,0,1,1,0,0,0,12
6,3,3,4,5,1,1,4,7,2
1,21,2,2,0,2,0,4,0,2
6,3,3,0,0,2,0,0,0,12
1,22,3,0,3,0,0,8,2,12
4,3,3,2,2,2,0,10,0,13
4,25,3,2,0,1,0,0,9,2
2,18,2,2,2,2,0,4,0,2
6,7,2,2,0,1,0,4,4,5
0,3,3,2,1,1,0,4,0,13
3,22,3,1,3,2,0,0,2,3
3,25,3,0,0,1,0,4,0,12
0,3,3,1,1,2,0,4,0,12
2,3,3,2,1,2,0,0,2,13
2,3,3,1,2,1,0,4,0,6
2,9,2,2,5,0,1,4,11,12
0,28,2,1,2,2,0,0,0,2
0,21,2,2,1,2,0,4,0,12
1,25,3,0,1,1,0,0,2,12
2,3,3,2,0,2,0,4,9,7
2,35,4,0,0,2,0,0,0,2
5,28,3,0,0,2,0,3,4,2
4,18,3,2,2,2,0,4,1,2
6,4,3,1,0,1,0,4,0,12
6,3,3,3,2,2,0,9,2,2
1,3,3,3,0,2,0,10,0,2
2,25,3,0,1,2,0,0,0,5
2,21,3,2,2,0,0,0,2,2
0,35,3,2,0,1,0,0,0,12
2,19,3,2,3,2,0,4,4,2
2,3,3,0,0,1,0,10,0,7
2,7,2,1,1,2,0,0,0,2
1,3,3,1,1,2,0,0,0,2
1,33,3,1,1,2,0,0,0,2
6,28,1,2,2,0,0,0,0,2
6,26,1,4,2,0,0,4,0,12
6,3,1,3,2,2,0,3,0,2
6,3,1,4,2,0,0,3,0,2
6,21,1,3,1,0,0,4,0,13
6,13,1,3,2,2,0,0,4,12
6,28,2,0,2,2,0,4,4,2
2,7,2,2,3,2,0,0,4,2
2,34,3,0,0,1,0,12,2,2
6,3,3,2,3,0,0,4,0,12
2,22,2,2,1,1,0,0,0,12
6,3,2,0,0,2,0,0,0,2
6,28,3,1,3,2,0,4,0,2
5,35,3,3,1,2,0,10,0,2
1,28,3,2,1,2,0,4,6,7
2,0,3,0,1,1,0,4,0,2
6,22,3,2,2,2,0,0,0,6
0,18,3,1,0,1,0,0,0,2
4,16,3,2,3,0,0,4,2,2
4,21,3,2,2,0,0,9,0,13
2,0,3,2,3,2,0,0,2,7
4,3,3,2,0,1,0,4,7,2
1,3,2,2,2,2,0,0,2,3
1,3,2,1,2,2,0,2,13,6
5,21,3,1,0,2,0,2,0,2
6,3,3,1,2,2,0,4,0,2
4,3,3,0,1,2,0,9,0,2
0,18,1,1,1,2,0,0,0,12
6,3,3,4,1,2,0,4,2,3
2,28,2,2,1,2,0,9,0,3
6,34,3,0,3,1,0,4,4,2
1,3,3,3,2,2,0,0,2,2
6,3,3,1,1,2,0,0,0,2
1,3,2,1,1,1,0,8,0,2
2,18,2,1,1,2,0,0,2,12
2,18,2,2,1,2,0,0,0,2
6,22,3,1,1,2,0,4,2,12
6,3,2,0,1,2,0,0,0,7
5,28,3,2,2,2,0,0,0,13
3,18,3,0,3,2,0,4,2,2
5,28,3,2,0,2,0,0,0,2
6,28,3,1,2,1,0,4,9,2
2,3,3,1,2,2,0,8,4,0
2,35,3,3,1,2,0,8,0,2
6,3,3,0,1,2,0,0,0,13
6,3,3,1,2,0,0,0,0,13
3,3,4,3,1,0,0,0,0,12
0,25,2,2,2,2,0,0,0,2
4,21,3,3,2,0,0,0,0,2
2,2,3,0,1,2,0,0,2,0
2,28,2,1,1,2,0,0,2,13
1,21,3,1,0,2,0,4,0,12
6,3,2,1,0,2,0,0,0,13
6,18,3,1,1,2,0,4,0,12
0,21,3,2,3,2,0,0,0,12
5,35,3,2,2,1,0,0,0,2
2,8,4,2,2,1,1,4,7,13
2,21,3,2,1,2,0,0,0,2
1,28,2,1,2,2,0,8,0,2
3,11,4,1,1,0,1,4,1,3
5,21,2,2,2,2,0,4,0,12
2,13,3,1,1,2,0,10,0,12
2,5,3,1,3,2,0,0,4,12
2,32,3,3,3,2,0,2,1,2
5,28,3,2,0,2,0,0,0,2
1,3,3,1,1,0,0,10,0,13
6,18,2,2,2,0,0,10,0,12
2,25,4,0,2,2,0,10,0,2
4,3,0,2,0,1,0,0,4,2
4,3,3,2,1,2,0,4,4,12
6,33,3,0,0,1,0,4,0,13
6,21,3,3,1,2,0,0,0,12
6,3,2,3,3,0,0,0,0,2
6,35,1,3,1,1,0,9,0,2
6,18,2,3,2,0,0,0,0,12
6,18,3,2,2,0,0,0,0,2
2,28,3,2,2,2,0,0,9,13
6,34,1,3,3,0,0,10,11,2
2,18,2,0,1,1,0,4,0,13
2,3,2,2,1,1,0,10,0,3
2,25,3,0,2,0,0,0,4,12
2,28,3,0,1,1,0,4,7,7
3,18,3,0,1,1,0,8,0,6
2,3,0,3,1,0,0,11,10,2
3,25,3,1,5,0,0,4,9,2
1,3,3,2,3,0,0,0,0,5
4,2,3,3,4,0,0,4,4,2
2,21,3,1,1,2,0,2,0,2
6,3,3,1,2,2,0,0,0,12
6,34,2,3,2,0,0,4,4,2
2,7,3,1,1,2,0,0,4,13
6,25,0,3,3,2,0,0,4,2
4,18,2,3,2,2,0,0,4,2
4,35,2,2,2,2,0,0,0,2
2,3,4,2,3,2,0,0,0,6
6,3,3,3,4,0,0,0,0,2
6,35,3,2,2,2,0,0,2,12
6,3,3,2,2,0,0,4,0,2
6,33,3,2,2,2,0,0,0,12
6,18,2,3,2,0,0,0,0,2
6,3,2,0,0,1,0,8,0,2
6,35,3,1,2,0,0,10,0,12
2,3,3,1,0,1,0,4,0,3
0,34,3,2,0,2,0,4,2,2
4,3,2,1,0,1,0,0,0,7
5,33,4,1,2,2,0,0,2,2
2,13,2,1,0,1,0,8,2,2
3,3,3,2,1,1,0,9,0,12
2,18,2,3,4,2,0,2,0,12
2,13,2,2,0,2,0,0,0,3
4,21,3,2,1,2,0,4,0,2
2,25,2,1,2,0,0,2,2,2
1,13,3,1,1,2,0,4,2,2
2,7,2,4,2,0,0,8,0,2
0,3,3,1,2,2,0,3,0,2
0,3,3,1,1,1,0,4,0,3
5,3,3,1,3,2,0,9,0,13
2,3,3,1,2,2,0,9,0,2
1,14,2,2,5,0,1,2,11,2
6,3,3,3,5,0,1,4,6,2
1,3,3,2,4,0,1,4,7,12
2,18,2,2,1,2,0,0,4,2
3,22,3,2,4,2,0,0,2,12
1,28,3,1,2,2,0,4,3,2
1,3,3,3,4,0,1,4,7,2
2,33,3,2,4,0,0,0,2,12
5,25,1,2,1,1,0,0,9,2
2,2,3,3,6,2,0,10,0,12
6,3,4,2,2,2,0,0,0,2
5,28,3,3,4,0,0,4,4,2
1,3,3,1,2,2,0,4,0,2
6,7,2,2,2,0,0,0,0,2
6,3,3,0,2,2,0,2,0,6
6,3,4,2,1,2,0,4,0,3
2,25,3,0,1,2,0,0,11,5
6,25,1,2,2,0,0,0,0,2
2,33,3,0,0,2,0,0,0,2
6,34,3,2,1,1,0,0,9,7
6,28,1,2,1,2,0,0,0,13
6,21,1,2,2,2,0,4,0,2
6,28,2,2,2,2,0,0,2,13
6,33,3,3,1,2,0,0,0,2
2,34,3,1,2,2,0,10,0,12
6,7,3,3,2,0,0,4,1,8
6,3,0,3,2,0,0,0,4,2
2,3,3,2,3,0,0,4,0,6
6,3,1,3,1,2,0,10,0,2
6,3,2,3,1,2,0,0,0,2
0,3,2,1,1,2,0,2,0,13
2,3,4,1,0,1,0,4,0,12
1,12,3,0,2,1,0,0,2,2
1,7,3,2,2,1,0,4,9,12
2,35,3,2,1,1,0,4,0,13
0,3,3,1,2,1,0,0,4,3
2,3,3,2,2,0,0,0,0,13
6,3,3,2,2,0,0,0,0,13
6,21,2,2,2,2,0,9,0,2
6,3,4,1,1,2,0,0,0,12
1,3,3,1,0,2,0,4,0,11
1,3,3,1,1,2,0,0,0,3
6,28,3,2,1,1,0,7,2,2
3,3,3,1,2,2,0,0,0,13
0,28,4,1,2,2,0,3,2,2
6,2,2,3,4,2,0,4,0,2
2,3,3,1,3,1,0,8,0,13
6,21,3,2,2,0,0,0,0,2
1,3,2,2,3,2,0,0,0,13
6,3,2,0,0,1,0,0,0,2
0,18,3,1,1,1,0,4,0,2
2,2,2,3,3,2,0,4,1,12
2,33,1,1,1,2,0,9,12,7
4,3,3,2,1,2,0,0,0,2
6,5,2,2,4,2,0,0,2,13
6,28,3,1,2,1,0,10,0,12
6,28,3,2,1,1,0,0,0,2
6,28,3,2,3,2,0,0,0,13
4,3,2,2,2,0,0,8,0,13
3,35,3,1,0,1,0,4,9,12
1,25,2,0,2,1,0,8,0,2
5,21,3,2,2,0,0,4,0,12
0,3,3,1,2,2,0,0,0,12
5,12,2,2,3,2,0,0,2,2
4,33,2,2,2,2,0,0,0,2
6,34,4,1,2,1,0,4,0,0
2,33,3,2,2,2,0,0,4,12
5,35,3,2,2,2,0,0,0,2
0,32,2,2,1,0,0,0,4,12
1,3,3,1,2,1,0,9,2,12
2,3,3,1,1,2,0,9,0,3
4,21,3,2,2,2,0,4,0,2
2,17,3,2,5,0,1,4,11,12
6,33,3,2,1,1,0,0,4,12
4,25,2,3,1,2,0,8,0,2
2,35,0,1,2,2,0,4,2,7
1,3,3,3,4,2,0,0,2,2
6,3,3,1,0,2,0,0,2,13
6,3,3,2,0,2,0,4,0,2
6,3,3,2,1,2,0,0,0,2
6,7,2,2,2,0,0,0,0,2
6,3,3,1,2,2,0,0,0,2
4,3,3,2,2,0,0,9,0,2
3,4,3,1,1,2,0,2,2,2
6,34,2,2,1,1,0,4,4,12
5,1,3,3,1,1,0,0,4,2
2,7,3,1,3,2,0,10,2,2
4,35,1,2,2,2,0,0,0,13
2,28,3,2,3,2,0,0,9,11
1,3,2,2,1,2,0,4,0,13
4,18,3,2,2,2,0,0,0,12
2,34,2,2,1,0,0,0,9,13
1,25,3,0,1,1,0,10,4,2
1,6,3,1,0,0,0,0,0,13
2,3,3,2,3,0,0,0,0,12
6,25,3,2,1,2,0,0,2,2
6,25,3,2,1,2,0,0,2,3
0,3,3,1,2,2,0,0,2,2
4,7,3,3,1,2,0,4,7,5
6,3,4,0,0,2,0,0,0,13
2,18,3,0,0,1,0,0,4,2
2,28,3,1,3,2,0,4,4,2
6,17,2,2,3,0,1,11,11,2
2,35,1,2,2,2,0,10,0,5
0,3,3,1,1,1,0,0,0,2
2,7,2,1,1,2,0,0,4,13
2,3,3,1,2,2,0,10,0,12
2,5,3,2,3,2,0,10,2,5
2,3,3,1,2,1,0,4,0,7
6,3,3,1,1,2,0,9,0,13
2,21,1,2,2,0,0,9,0,4
1,18,1,1,2,2,0,4,4,12
0,34,2,1,0,2,0,9,0,12
6,27,3,4,3,0,0,4,0,5
6,16,3,2,2,0,0,0,4,2
0,3,3,2,1,2,0,0,0,2
2,7,3,1,1,1,0,0,2,12
6,3,1,0,1,2,0,8,0,7
2,29,3,2,4,0,1,4,6,2
6,21,3,2,1,1,0,10,0,12
6,18,2,3,3,0,0,10,0,11
0,28,3,1,2,2,0,0,0,12
2,24,3,2,3,0,0,10,2,5
2,7,3,1,0,1,0,0,0,13
6,21,3,3,1,0,0,4,0,12
3,25,3,1,2,2,0,4,2,2
6,25,2,3,2,2,0,0,0,6
6,3,4,0,1,2,0,4,0,2
2,21,3,1,2,2,0,0,0,2
3,28,3,1,1,2,0,10,0,12
6,3,3,1,1,0,0,0,0,12
6,3,3,2,1,0,0,4,3,13
2,13,3,2,2,2,0,4,2,2
6,28,3,2,3,2,0,0,0,2
6,28,2,2,1,2,0,4,0,3
6,34,3,2,2,2,0,0,9,12
6,35,3,1,2,2,0,4,0,2
6,3,2,2,3,0,0,3,0,12
6,17,2,3,4,0,1,4,13,12
6,25,2,1,3,2,0,4,0,12
1,3,3,1,1,2,0,0,0,13
1,28,3,2,1,2,0,4,0,12
1,21,3,0,0,1,0,4,0,13
6,3,2,0,0,1,0,4,0,0
1,25,2,3,3,0,0,0,0,12
4,3,3,1,2,2,0,9,0,13
1,25,2,1,3,2,0,4,10,12
1,13,3,1,1,0,0,0,0,2
2,28,3,1,1,2,0,0,2,5
2,28,4,0,0,2,0,4,4,2
5,21,3,3,1,2,0,4,0,13
0,21,3,2,2,0,0,0,2,13
6,25,3,3,1,2,0,0,0,13
2,33,3,1,1,2,0,0,4,13
5,24,3,3,3,2,0,4,2,13
1,3,0,2,4,0,1,4,7,13
3,35,2,2,0,1,0,4,0,2
6,35,2,3,2,0,0,0,0,12
6,3,1,3,2,0,0,0,0,12
5,21,4,1,2,0,0,0,0,2
6,28,3,4,3,0,0,0,0,3
2,18,3,0,0,2,0,10,2,12
2,18,3,0,0,2,0,7,0,2
6,33,2,2,2,0,0,0,0,5
6,21,2,3,1,0,0,4,0,2
3,13,2,0,2,2,0,9,2,3
2,2,2,2,2,2,0,4,0,12
6,3,2,2,1,2,0,0,0,2
6,3,3,0,1,2,0,8,2,12
1,13,2,3,2,2,0,8,0,2
1,25,2,0,2,1,0,0,0,12
6,3,3,2,2,0,0,0,2,2
5,18,3,1,0,1,0,4,0,12
2,3,3,0,1,2,0,0,0,2
6,16,3,3,2,2,0,4,0,9
0,33,2,1,0,2,0,0,0,2
2,28,3,0,1,2,0,4,0,2
6,28,3,0,0,2,0,0,0,13
0,34,2,1,1,2,0,0,4,2
1,3,3,4,1,1,0,4,2,12
0,21,3,3,0,2,0,10,0,12
1,3,3,2,0,2,0,2,0,12
6,28,3,2,3,2,0,0,0,2
6,3,2,0,1,2,0,3,0,7
1,3,3,2,0,1,0,8,0,12
2,21,3,2,1,1,0,0,0,12
0,26,3,3,3,2,0,0,3,2
2,18,4,2,2,1,0,0,2,3
2,21,1,1,0,2,0,0,0,13
6,16,3,2,2,1,0,0,2,2
1,33,3,1,3,1,0,2,2,2
2,21,2,2,1,0,0,10,0,2
6,3,3,2,2,2,0,0,0,2
2,11,3,3,6,2,1,0,0,13
3,1,3,1,1,1,0,0,2,12
6,33,1,1,1,1,0,10,0,5
2,3,3,2,2,2,0,10,0,13
2,13,2,1,0,1,0,4,0,12
2,28,3,2,1,2,0,4,7,2
3,18,1,2,2,2,0,8,4,12
4,6,3,3,1,1,0,4,0,2
6,2,3,3,2,2,0,4,2,12
6,28,1,3,2,2,0,11,0,12
1,33,3,1,2,0,0,0,0,12
6,3,1,2,1,0,0,2,0,2
2,28,2,0,2,2,0,8,4,2
6,21,2,4,2,0,0,0,0,12
2,3,2,2,2,2,0,0,0,13
1,2,3,2,0,2,0,0,4,3
2,28,3,1,3,0,0,0,0,12
1,3,3,1,3,2,0,0,2,3
0,3,3,1,2,1,0,10,0,13
5,35,4,1,2,2,0,0,0,2
1,18,3,1,1,1,0,4,0,3
2,3,3,1,0,2,0,9,0,5
6,33,2,3,2,0,0,0,0,6
2,0,3,2,1,2,0,4,13,3
6,18,3,2,1,2,0,4,2,12
1,3,3,1,1,1,0,4,2,13
2,28,2,3,2,1,0,0,0,2
2,3,3,1,2,1,0,0,0,12
6,34,2,2,1,0,0,0,0,5
0,3,3,1,0,1,0,10,0,2
1,21,3,4,0,1,0,0,0,13
6,34,2,2,4,0,0,0,2,6
2,28,2,2,2,2,0,0,0,2
2,21,3,1,2,2,0,4,0,13
6,28,3,2,2,0,0,9,0,5
6,28,3,1,1,2,0,0,0,2
2,35,3,1,3,2,0,3,9,12
6,3,3,2,1,2,0,0,0,13
2,35,3,1,3,2,0,4,9,2
2,2,4,0,0,2,0,2,2,12
1,34,2,0,1,1,0,9,2,2
5,28,4,1,1,2,0,4,0,2
6,34,3,1,3,0,0,4,4,2
2,3,3,1,2,2,0,0,0,2
6,28,2,2,2,0,0,0,0,13
2,33,3,1,3,1,0,0,2,13
2,25,3,0,1,1,0,10,5,2
6,18,2,2,1,0,0,0,0,2
0,3,3,1,1,2,0,9,0,5
3,3,3,1,1,1,0,0,0,2
2,21,3,0,1,2,0,9,0,12
6,21,1,2,1,0,0,0,0,2
2,33,3,3,3,0,0,0,0,13
1,34,2,1,2,2,0,4,4,2
4,3,3,2,1,2,0,10,0,12
4,25,3,1,1,2,0,10,0,2
2,7,3,1,0,1,0,0,0,2
3,34,3,0,3,2,0,12,4,13
3,3,3,3,4,2,0,4,0,2
1,28,3,2,0,1,0,0,2,7
1,35,3,1,3,0,0,0,9,2
6,18,3,2,3,2,0,2,2,12
6,28,3,2,2,0,0,0,0,13
6,3,3,3,1,2,0,9,0,12
2,21,3,1,2,1,0,2,11,2
1,26,3,1,1,2,0,4,3,2
0,35,2,0,0,1,0,0,0,12
6,3,3,2,2,2,0,9,0,12
2,34,2,2,1,0,0,0,4,12
3,3,3,2,2,2,0,4,0,2
6,18,3,1,1,2,0,4,2,13
6,21,1,2,1,0,0,0,0,2
6,3,3,3,1,0,0,0,0,13
6,3,3,2,2,0,0,0,0,12
2,3,3,1,0,2,0,0,0,2
5,34,2,1,0,2,0,4,4,2
2,3,3,1,1,2,0,9,0,3
6,13,2,3,2,0,0,9,0,6
6,3,1,1,1,2,0,3,0,2
0,3,3,2,3,2,0,4,0,6
6,18,3,2,1,0,0,4,0,12
6,25,3,1,1,2,0,0,0,12
2,24,3,2,1,1,0,0,2,7
6,28,2,3,2,0,0,0,0,6
2,7,3,1,2,1,0,4,9,13
6,3,3,2,1,2,0,9,4,13
6,28,2,1,1,0,0,0,0,12
1,28,3,3,1,2,0,0,0,12
6,28,3,1,1,1,0,4,0,12
1,28,3,2,3,0,0,0,0,13
6,3,3,1,1,2,0,0,0,13
5,3,3,1,2,0,0,2,0,2
2,25,3,1,0,1,0,4,9,2
6,8,3,3,2,2,1,0,2,9
5,21,1,2,3,0,0,4,9,6
2,3,3,2,1,2,0,10,0,2
5,21,3,2,1,2,0,4,9,2
6,3,3,2,0,2,0,0,0,13
2,18,2,1,1,2,0,0,0,13
2,3,3,1,2,0,0,0,0,12
6,18,2,0,0,2,0,0,0,12
6,3,3,1,2,1,0,0,2,2
6,3,3,1,2,2,0,9,0,3
5,1,2,1,3,2,0,0,4,12
2,3,3,0,0,2,0,0,0,2
2,34,0,1,1,1,0,11,9,12
2,28,3,1,0,2,0,4,7,2
5,18,3,0,0,0,0,4,0,12
6,7,2,2,3,0,0,0,0,12
1,25,3,0,0,1,0,10,0,2
2,24,3,2,2,2,0,2,0,2
0,3,3,0,2,2,0,0,2,12
6,7,3,0,0,2,0,0,4,13
0,18,2,1,0,2,0,0,2,13
1,3,2,2,2,0,0,4,13,12
6,3,2,2,1,0,0,0,0,2
6,7,2,2,1,2,0,0,0,2
3,7,2,2,4,2,0,4,4,2
6,18,3,2,3,0,0,4,0,12
6,35,3,2,0,1,0,10,0,3
6,28,2,3,1,0,0,0,2,3
0,3,2,2,2,0,0,4,0,13
2,22,3,3,1,2,0,8,0,12
1,21,3,1,1,2,0,4,2,12
6,28,3,2,1,2,0,4,0,12
1,21,3,1,1,2,0,0,0,13
5,18,2,1,2,0,0,0,2,13
2,35,4,0,1,1,0,0,0,7
2,21,1,2,1,2,0,8,0,13
5,25,3,1,2,2,0,2,0,2
5,13,2,1,1,2,0,4,0,12
2,18,2,1,1,2,0,4,1,2
6,35,2,2,1,0,0,4,0,2
4,3,2,2,1,0,0,3,9,12
2,3,4,1,2,2,0,0,0,2
2,35,2,1,3,2,0,8,0,2
6,3,4,0,1,1,0,0,0,2
4,28,3,2,0,0,0,0,0,2
6,25,3,2,1,2,0,0,2,2
6,22,2,3,1,1,0,0,0,12
6,28,3,0,1,2,0,0,0,2
0,28,2,2,2,2,0,4,0,2
5,13,3,2,0,1,0,4,0,3
2,21,3,1,1,0,0,10,2,12
0,28,3,1,1,2,0,0,0,2
2,0,3,2,5,0,0,8,4,13
2,21,3,0,0,1,0,0,2,13
1,18,3,0,1,2,0,4,0,3
2,28,2,2,2,2,0,10,0,2
3,28,3,4,2,2,0,0,0,6
2,2,3,3,2,0,0,4,4,12
6,7,2,2,1,2,0,3,2,2
6,21,0,2,1,0,0,0,0,13
6,3,2,2,1,0,0,0,0,12
6,25,3,2,2,2,0,0,0,12
6,3,3,1,1,0,0,0,0,2
6,35,2,2,0,0,0,0,0,3
6,3,2,1,2,0,0,0,0,2
6,3,3,1,1,0,0,0,0,2
2,3,2,2,3,2,0,2,2,2
2,35,3,2,2,2,0,4,0,7
2,3,3,1,2,0,0,0,0,2
2,3,3,2,0,1,0,0,0,13
6,7,3,4,0,1,0,4,0,13
3,7,2,2,3,2,0,3,2,2
1,13,2,2,2,2,0,0,0,12
4,13,1,3,2,0,0,2,0,12
0,3,3,2,1,1,0,4,2,2
0,28,3,1,2,2,0,0,2,2
0,3,2,1,3,2,0,4,2,12
6,21,3,2,0,2,0,9,0,3
3,28,3,0,1,2,0,0,0,2
2,2,2,2,2,2,0,4,4,12
6,25,3,2,2,0,0,0,0,12
2,24,3,3,3,0,0,4,5,2
2,5,2,1,0,2,0,0,2,2
6,3,4,1,1,1,0,8,0,5
6,3,3,1,1,1,0,0,0,12
2,33,2,0,1,2,0,9,0,12
0,2,3,3,3,2,0,4,0,12
6,3,3,0,1,1,0,0,2,6
2,3,3,1,2,2,0,0,0,12
2,3,3,2,0,1,0,10,0,13
1,3,3,2,0,2,0,4,2,2
0,3,3,1,2,2,0,4,2,13
2,33,3,0,0,1,0,0,2,12
0,17,2,0,4,1,1,11,11,12
2,3,3,4,4,0,0,0,0,2
5,35,3,3,1,2,0,4,0,13
1,3,4,0,2,2,0,0,0,13
0,3,3,4,2,1,0,0,2,3
5,28,3,2,0,2,0,10,0,2
5,21,3,3,1,2,0,0,2,3
6,3,3,2,2,2,0,10,0,3
0,3,1,2,2,2,0,0,0,2
0,33,3,3,2,2,0,2,4,2
6,34,2,1,1,2,0,0,4,13
6,7,2,1,2,2,0,0,4,2
6,3,2,2,1,0,0,8,0,13
2,7,3,2,2,2,0,2,4,12
6,21,1,3,0,0,0,0,0,5
4,18,3,2,1,1,0,0,0,5
2,3,2,2,3,0,0,10,0,12
6,21,3,2,2,2,0,4,0,3
2,21,3,1,0,1,0,4,0,2
4,34,2,1,0,2,0,0,9,11
4,3,3,2,1,2,0,0,0,13
0,34,3,1,1,0,0,0,2,12
4,33,3,1,1,2,0,0,0,13
2,3,2,0,0,1,0,0,0,7
0,3,3,1,1,1,0,4,0,2
2,35,3,2,0,2,0,0,0,2
2,13,2,1,3,2,1,4,7,7
6,7,2,2,1,1,0,4,2,12
2,3,3,2,2,0,0,0,0,12
2,3,3,2,2,0,0,9,0,13
0,28,3,1,0,2,0,0,0,13
0,3,3,0,1,1,0,0,2,2
6,25,3,3,4,2,0,4,4,2
6,21,3,1,0,1,0,4,0,3
2,21,3,1,1,2,0,9,0,13
2,28,3,0,1,2,0,0,0,7
0,28,3,1,0,1,0,4,2,12
2,28,1,1,1,0,0,0,0,13
6,3,1,1,2,2,0,0,0,2
2,1,3,0,1,1,0,0,4,7
2,3,3,2,4,0,0,0,0,12
6,3,3,1,1,1,0,0,0,2
2,5,3,2,2,0,0,0,2,2
6,35,3,1,1,2,0,4,0,12
6,3,2,2,2,2,0,0,2,2
2,33,4,1,2,0,0,0,0,2
2,18,2,0,0,1,0,9,2,12
3,3,2,0,1,1,0,0,2,12
6,28,3,2,1,2,0,0,4,2
2,3,2,2,1,2,0,2,0,12
2,22,3,2,0,1,0,0,2,2
6,25,2,2,2,0,0,0,0,2
0,21,3,2,1,1,0,2,2,13
0,28,3,0,0,2,0,0,0,13
3,2,3,3,1,1,0,8,2,2
3,2,4,1,1,1,0,0,2,2
6,28,3,1,0,1,0,4,0,12
4,3,3,2,3,2,0,0,2,2
4,3,4,3,2,2,1,4,1,12
4,3,3,2,0,2,0,10,0,2
4,33,2,3,3,2,0,0,0,6
6,21,3,1,0,1,0,0,4,2
2,3,3,3,0,0,0,10,0,13
2,2,3,1,2,2,0,2,0,12
1,3,3,2,1,2,0,0,0,13
6,3,3,2,0,2,0,0,0,13
2,34,3,0,1,2,0,0,4,2
1,21,3,0,2,2,0,4,0,12
1,28,3,3,4,0,0,10,9,2
2,13,0,1,2,2,0,2,0,13
1,25,3,2,3,2,0,0,0,6
6,28,3,0,1,2,0,4,3,2
1,3,3,2,4,0,0,4,7,13
3,28,3,2,3,2,0,0,2,12
4,25,3,2,3,0,0,0,0,2
1,12,3,1,4,0,0,0,2,13
1,3,3,3,1,0,0,9,0,12
2,21,3,1,2,0,0,0,2,3
2,3,3,2,3,0,0,0,0,3
2,33,4,2,2,2,0,2,0,13
2,13,2,1,2,2,0,10,0,7
1,18,3,2,4,0,0,0,0,12
2,28,3,0,0,1,0,0,0,13
4,21,3,2,2,2,0,4,0,13
1,3,3,1,2,2,0,0,0,13
2,3,3,2,3,0,0,0,0,5
4,3,3,2,0,0,0,0,0,3
6,3,3,2,2,2,0,4,0,2
2,17,2,1,6,0,1,4,11,13
5,18,3,1,2,2,0,4,0,2
2,21,3,2,1,2,0,0,0,2
1,21,4,2,1,2,0,4,0,2
1,3,3,2,1,2,0,4,0,12
0,2,3,4,3,0,0,4,0,2
2,25,3,0,2,0,0,8,0,12
2,3,3,0,0,2,0,10,0,12
2,35,3,4,1,2,0,8,2,2
2,27,3,3,3,0,0,0,2,2
2,35,3,2,5,0,0,4,9,2
2,3,4,3,3,2,0,4,7,2
1,21,4,0,0,2,0,10,0,5
3,5,2,2,3,2,0,0,2,2
6,3,2,1,1,2,0,9,0,13
0,28,3,0,1,2,0,4,0,12
2,12,2,2,3,0,0,0,4,12
2,30,3,0,1,2,0,0,0,13
2,21,3,1,1,2,0,10,2,3
6,16,2,2,0,0,0,4,0,9
